establishment_id,establishment_name,mgr_id,zipcode,lat,long,city,state,no_of_rooms
1058,Supertel Piedmont,21211,29673,34.71901,-82.455,Piedmont,SC,260
1059,Supertel Evangeline,45179,70537,30.25747,-92.56642,Evangeline,LA,111
1060,Supertel Goodrich,37313,58444,47.48278,-100.13156,Goodrich,ND,200
1061,Supertel Soldier,29748,66540,39.48484,-95.97332,Soldier,KS,34
1062,Supertel Stillwater,8167,74075,36.17151,-97.0774,Stillwater,OK,134
1063,Supertel Townsend,33639,31331,31.5159,-81.42042,Townsend,GA,281
1064,Supertel New Auburn,31173,55366,44.67233,-94.2346,New Auburn,MN,96
1065,Supertel Kirby,20956,82430,43.80433,-108.17898,Kirby,WY,161
1066,Supertel Hamlin,49990,79520,32.87581,-100.13012,Hamlin,TX,251
1067,Supertel Cocolalla,39985,83813,48.10462,-116.63734,Cocolalla,ID,261
1068,Supertel Vineland,20179,8361,39.44843,-74.95943,Vineland,NJ,271
1069,Supertel Wilmington,17700,19802,39.75715,-75.52873,Wilmington,DE,94
1070,Supertel Vici,22668,73859,36.13309,-99.2797,Vici,OK,176
1071,Supertel Corydon,24248,47112,38.19235,-86.14512,Corydon,IN,226
1072,Supertel Wheaton,4609,60189,41.83957,-88.12128,Wheaton,IL,122
1073,Supertel Dalzell,9511,29040,34.06253,-80.43455,Dalzell,SC,185
1074,Supertel Jasper,38438,37347,35.06088,-85.61894,Jasper,TN,89
1075,Supertel Felton,19437,56536,47.04596,-96.53173,Felton,MN,162
1076,Supertel Marysville,9807,48040,42.90983,-82.48022,Marysville,MI,141
1077,Supertel Myra,6228,25544,38.23078,-82.11017,Myra,WV,69
1078,Supertel Davis,27755,95616,38.55819,-121.80044,Davis,CA,80
1079,Supertel Boonville,48402,65233,38.91528,-92.72035,Boonville,MO,169
1080,Supertel West Townshend,24685,5359,43.15184,-72.72121,West Townshend,VT,189
1081,Supertel Vanderbilt,5589,77991,28.7866,-96.59467,Vanderbilt,TX,280
1082,Supertel Cameron,27142,29030,33.57917,-80.65441,Cameron,SC,245
1083,Supertel Spout Spring,29878,24593,37.32651,-78.91342,Spout Spring,VA,137
1084,Supertel Jackhorn,1619,41825,37.23323,-82.70854,Jackhorn,KY,290
1085,Supertel Custer,26371,59024,46.20549,-107.71464,Custer,MT,134
1086,Supertel Annapolis,27393,21409,39.01968,-76.44738,Annapolis,MD,293
1087,Supertel Dodgeville,14343,53533,42.99285,-90.14915,Dodgeville,WI,74
1088,Supertel Upland,18502,91786,34.10525,-117.66206,Upland,CA,156
1089,Supertel Cameron,34283,26033,39.8284,-80.57985,Cameron,WV,34
1090,Supertel Hysham,5751,59038,46.18917,-107.23069,Hysham,MT,39
1091,Supertel Dodd City,28971,75438,33.60701,-96.07462,Dodd City,TX,202
1092,Supertel Richland,42401,59260,48.84027,-106.10217,Richland,MT,245
1093,Supertel Gilmer,8989,75645,32.68375,-94.87317,Gilmer,TX,274
1094,Supertel Charlotte,48601,28203,35.20832,-80.8577,Charlotte,NC,36
1095,Supertel Canton,30032,17724,41.63827,-76.80034,Canton,PA,223
1096,Supertel Mount Saint Joseph,20385,45051,39.09983,-84.65504,Mount Saint Joseph,OH,226
1097,Supertel Woodlawn,13864,62898,38.35041,-89.06209,Woodlawn,IL,254
1098,Supertel Stonewall,12951,39363,32.11918,-88.77628,Stonewall,MS,96
1099,Supertel Junction City,18149,54443,44.61243,-89.75264,Junction City,WI,266
1100,Supertel Good Thunder,4899,56037,44.0172,-94.0465,Good Thunder,MN,195
1101,Supertel Bethune,38616,29009,34.44097,-80.37642,Bethune,SC,74
1102,Supertel Clarkfield,48828,56223,44.76259,-95.81691,Clarkfield,MN,95
1103,Supertel Picacho,46333,88343,33.23504,-105.06772,Picacho,NM,201
1104,Supertel Springfield,39374,62712,39.74883,-89.58344,Springfield,IL,259
1105,Supertel Smyrna,44893,30082,33.85517,-84.5373,Smyrna,GA,228
1106,Supertel Orange,28043,92868,33.78799,-117.87637,Orange,CA,74
1107,Supertel Estherville,30383,51334,43.40379,-94.80698,Estherville,IA,296
1108,Supertel Trenton,28230,29847,33.69941,-81.84878,Trenton,SC,42
1109,Supertel Wayland,43744,49348,42.68379,-85.61619,Wayland,MI,55
1110,Supertel Calais,15820,4619,45.13397,-67.22401,Calais,ME,71
1111,Supertel Gaston,21557,97119,45.4717,-123.20781,Gaston,OR,109
1112,Supertel Marksville,27520,71351,31.17227,-91.9604,Marksville,LA,155
1113,Supertel Newport,33364,28570,34.78123,-76.88003,Newport,NC,270
1114,Supertel New York,22391,10030,40.81826,-73.94283,New York,NY,113
1115,Supertel New Hill,11456,27562,35.64157,-78.98141,New Hill,NC,227
1116,Supertel Jackson,38295,39206,32.37237,-90.17268,Jackson,MS,89
1117,Supertel Dyersburg,39687,38024,36.03743,-89.38511,Dyersburg,TN,292
1118,Supertel Covel,8384,24719,37.48722,-81.32652,Covel,WV,205
1119,Supertel Hinckley,17279,84635,39.39181,-112.72132,Hinckley,UT,140
1120,Supertel Katonah,13353,10536,41.26971,-73.68943,Katonah,NY,99
1121,Supertel Barnard,50,5031,43.72361,-72.5872,Barnard,VT,180
1122,Supertel Farwell,22313,48622,43.83304,-84.884,Farwell,MI,89
1123,Supertel Hutchinson,10669,55350,44.89743,-94.39195,Hutchinson,MN,108
1124,Supertel Brewster,11851,98812,48.13119,-119.80687,Brewster,WA,177
1125,Supertel Venedocia,23471,45894,40.76252,-84.4684,Venedocia,OH,174
1126,Supertel Fox Lake,40195,60020,42.39543,-88.17349,Fox Lake,IL,87
1127,Supertel Raleigh,47916,27603,35.66408,-78.66186,Raleigh,NC,245
1128,Supertel Canovanas,41263,729,18.33524,-65.88677,Canovanas,PR,81
1129,Supertel Duck Hill,36401,38925,33.62917,-89.61961,Duck Hill,MS,82
1130,Supertel Lone Pine,15237,93545,36.6046,-118.02721,Lone Pine,CA,62
1131,Supertel Hager City,2611,54014,44.64578,-92.57048,Hager City,WI,92
1132,Supertel Nolanville,6503,76559,31.07987,-97.61079,Nolanville,TX,142
1133,Supertel Mount Sherman,6829,42764,37.42948,-85.62507,Mount Sherman,KY,245
1134,Supertel Mottville,8902,13119,42.97655,-76.44488,Mottville,NY,79
1135,Supertel Indianapolis,41225,46222,39.79088,-86.21477,Indianapolis,IN,297
1136,Supertel Ruston,17342,71272,32.52928,-92.6517,Ruston,LA,206
1137,Supertel Arcanum,6295,45304,39.98756,-84.53145,Arcanum,OH,93
1138,Supertel Lillie,24591,71256,32.94852,-92.71471,Lillie,LA,165
1139,Supertel Pennington,31464,8534,40.33026,-74.79422,Pennington,NJ,69
1140,Supertel Pennington,34869,36916,32.23788,-88.04143,Pennington,AL,28
1141,Supertel Jacksonville,5228,32246,30.29422,-81.51782,Jacksonville,FL,247
1142,Supertel Ringsted,32458,50578,43.30081,-94.54775,Ringsted,IA,205
1143,Supertel Nashotah,6146,53058,43.11003,-88.40624,Nashotah,WI,260
1144,Supertel Bullville,16395,10915,41.54022,-74.35714,Bullville,NY,262
1145,Supertel Byfield,21182,1922,42.75862,-70.91758,Byfield,MA,83
1146,Supertel Silver Spring,36685,20902,39.04381,-77.0421,Silver Spring,MD,282
1147,Supertel Acworth,9844,3601,43.23933,-72.29855,Acworth,NH,104
1148,Supertel Clinton,25699,72031,35.60717,-92.52904,Clinton,AR,245
1149,Supertel Buffalo,904,14228,43.04214,-78.7798,Buffalo,NY,95
1150,Supertel South Haven,10912,55382,45.30521,-94.20438,South Haven,MN,281
1151,Supertel Sunflower,29445,36581,31.36645,-88.0098,Sunflower,AL,264
1152,Supertel Nora Springs,27800,50458,43.15969,-93.00609,Nora Springs,IA,68
1153,Supertel Corinna,42686,4928,44.94973,-69.25695,Corinna,ME,212
1154,Supertel Armstrong,2703,78338,26.86821,-97.73585,Armstrong,TX,289
1155,Supertel Hoonah,12249,99829,58.03502,-135.33856,Hoonah,AK,32
1156,Supertel Westford,9505,1886,42.58642,-71.44008,Westford,MA,200
1157,Supertel Humble,532,77396,29.94778,-95.26129,Humble,TX,157
1158,Supertel Bristol,33884,53104,42.55731,-88.03416,Bristol,WI,131
1159,Supertel Montgomery,4335,36117,32.37831,-86.14627,Montgomery,AL,123
1160,Supertel Kenilworth,26246,60043,42.08882,-87.71445,Kenilworth,IL,234
1161,Supertel Summer Lake,12133,97640,42.90742,-120.65381,Summer Lake,OR,273
1162,Supertel Suttons Bay,4175,49682,44.97954,-85.6512,Suttons Bay,MI,133
1163,Supertel Naval Anacost Annex,44576,20373,38.85779,-77.01051,Naval Anacost Annex,DC,261
1164,Supertel Ojo Caliente,23238,87549,36.23237,-106.0568,Ojo Caliente,NM,53
1165,Supertel Kincheloe,13227,49788,46.26418,-84.46779,Kincheloe,MI,224
1166,Supertel South Easton,3891,2375,42.01954,-71.10381,South Easton,MA,193
1167,Supertel Atoka,44961,38004,35.41909,-89.76687,Atoka,TN,135
1168,Supertel Dennis,13783,38838,34.5448,-88.2643,Dennis,MS,186
1169,Supertel Island Park,47441,83429,44.48674,-111.37366,Island Park,ID,133
1170,Supertel Falmouth,40681,49632,44.23993,-84.97268,Falmouth,MI,172
1171,Supertel Suches,20572,30572,34.73539,-84.07364,Suches,GA,185
1172,Supertel Groton,48673,5046,44.23864,-72.25024,Groton,VT,170
1173,Supertel Battiest,41669,74722,34.38938,-94.91671,Battiest,OK,241
1174,Supertel Saint Charles,42619,63304,38.70583,-90.68666,Saint Charles,MO,172
1175,Supertel Katy,12565,77450,29.74753,-95.73696,Katy,TX,121
1176,Supertel Lewisport,28611,42351,37.9026,-86.87903,Lewisport,KY,67
1177,Supertel Coal Creek,13757,81221,38.36243,-105.14238,Coal Creek,CO,104
1178,Supertel Tchula,34124,39169,33.13515,-90.29371,Tchula,MS,23
1179,Supertel Meridian,26211,83646,43.65,-116.43247,Meridian,ID,144
1180,Supertel Olivia,199,28368,35.36942,-79.11331,Olivia,NC,49
1181,Supertel Brumley,11824,65017,38.09185,-92.49548,Brumley,MO,174
1182,Supertel Norwalk,39752,50211,41.45614,-93.6887,Norwalk,IA,92
1183,Supertel Anton Chico,13724,87711,35.22458,-105.14673,Anton Chico,NM,232
1184,Supertel Pago Pago,13108,96799,-14.21984,-170.37005,Pago Pago,AS,204
1185,Supertel Glen Allen,48193,23059,37.70424,-77.56539,Glen Allen,VA,97
1186,Supertel Pinola,47744,39149,31.83354,-90.00985,Pinola,MS,118
1187,Supertel Maple Rapids,1331,48853,43.10371,-84.68999,Maple Rapids,MI,184
1188,Supertel Manly,45180,50456,43.28812,-93.21579,Manly,IA,77
1189,Supertel Bivins,41002,75555,32.94564,-94.13696,Bivins,TX,146
1190,Supertel Albuquerque,22698,87106,35.00818,-106.61185,Albuquerque,NM,146
1191,Supertel Minden,44247,51553,41.41577,-95.54638,Minden,IA,228
1192,Supertel Kings Bay,4,31547,30.79096,-81.53443,Kings Bay,GA,298
1193,Supertel Gresham,19782,54128,44.86675,-88.80525,Gresham,WI,220
1194,Supertel Ford,44159,99013,47.88498,-117.83495,Ford,WA,77
1195,Supertel Sweet Valley,49995,18656,41.32703,-76.20442,Sweet Valley,PA,141
1196,Supertel Axtell,39310,84621,39.05109,-111.82959,Axtell,UT,163
1197,Supertel Mountain View,14348,72560,35.84023,-92.08032,Mountain View,AR,35
1198,Supertel Lewisville,8712,75077,33.07921,-97.06401,Lewisville,TX,44
1199,Supertel Waxhaw,23877,28173,34.91532,-80.73021,Waxhaw,NC,84
1200,Supertel Worth,10581,60482,41.68737,-87.79239,Worth,IL,122
1201,Supertel Hartwick,26178,13348,42.70202,-75.06398,Hartwick,NY,263
1202,Supertel Willow Wood,46318,45696,38.60356,-82.45201,Willow Wood,OH,199
1203,Supertel Kansas City,34030,64137,38.93196,-94.54287,Kansas City,MO,253
1204,Supertel Fort Lauderdale,31939,33301,26.12128,-80.12745,Fort Lauderdale,FL,109
1205,Supertel Little Rock Air Force Base,21172,72099,34.90103,-92.15202,Little Rock Air Force Base,AR,31
1206,Supertel Fairmont,12075,68354,40.63935,-97.58032,Fairmont,NE,92
1207,Supertel New Century,8725,66031,38.82975,-94.89142,New Century,KS,97
1208,Supertel West Point,28973,78963,29.92586,-97.02767,West Point,TX,113
1209,Supertel Sunspot,34774,88349,32.795,-105.80313,Sunspot,NM,120
1210,Supertel Henrico,11605,23294,37.63048,-77.54205,Henrico,VA,92
1211,Supertel Pleasant Hill,9896,71065,31.81028,-93.49957,Pleasant Hill,LA,162
1212,Supertel Amherst,8668,79312,34.06218,-102.36794,Amherst,TX,66
1213,Supertel Matthews,45138,28104,35.06017,-80.69666,Matthews,NC,124
1214,Supertel West Palm Beach,23722,33415,26.66002,-80.12742,West Palm Beach,FL,181
1215,Supertel Peoria,24196,61625,40.6978,-89.61455,Peoria,IL,168
1216,Supertel Eldred,9396,62027,39.24686,-90.55725,Eldred,IL,222
1217,Supertel Tucson,35705,85730,32.19064,-110.72976,Tucson,AZ,81
1218,Supertel Sperry,6257,52650,40.94782,-91.15687,Sperry,IA,195
1219,Supertel Powell Butte,17759,97753,44.22625,-120.99996,Powell Butte,OR,101
1220,Supertel Austin,4694,78741,30.23007,-97.71389,Austin,TX,103
1221,Supertel Bar Harbor,13591,4609,44.38518,-68.27108,Bar Harbor,ME,106
1222,Supertel Bakersfield,31261,93304,35.33938,-119.02368,Bakersfield,CA,193
1223,Supertel Orlando,7429,32829,28.47639,-81.22478,Orlando,FL,189
1224,Supertel Louisa,49758,23093,38.00153,-78.03595,Louisa,VA,202
1225,Supertel Alamogordo,23162,88311,32.80689,-105.98875,Alamogordo,NM,234
1226,Supertel Lahmansville,36563,26731,39.15243,-79.06859,Lahmansville,WV,20
1227,Supertel Willow City,10221,58384,48.59401,-100.26465,Willow City,ND,159
1228,Supertel Carrollton,8276,75006,32.96165,-96.89717,Carrollton,TX,115
1229,Supertel Buras,47312,70041,29.33194,-89.46978,Buras,LA,219
1230,Supertel Eagle,31995,68347,40.80347,-96.42274,Eagle,NE,195
1231,Supertel Webbers Falls,30873,74470,35.47906,-95.16879,Webbers Falls,OK,196
1232,Supertel Oklahoma City,28995,73128,35.44899,-97.64595,Oklahoma City,OK,217
1233,Supertel Buckley,2171,98321,47.15564,-122.06576,Buckley,WA,289
1234,Supertel Boxholm,41874,50040,42.17363,-94.10121,Boxholm,IA,276
1235,Supertel Keisterville,259,15449,39.97267,-79.78055,Keisterville,PA,166
1236,Supertel Zillah,29661,98953,46.44149,-120.23284,Zillah,WA,266
1237,Supertel Woodburn,7825,50275,41.04375,-93.58852,Woodburn,IA,57
1238,Supertel Ruth,41861,48470,43.73253,-82.76158,Ruth,MI,231
1239,Supertel Burkeville,38545,75932,31.0551,-93.61396,Burkeville,TX,68
1240,Supertel Carmel,13135,4419,44.7969,-69.03154,Carmel,ME,260
1241,Supertel Pequot Lakes,2124,56472,46.57507,-94.34884,Pequot Lakes,MN,155
1242,Supertel Myrtlewood,19127,36763,32.26184,-87.96509,Myrtlewood,AL,56
1243,Supertel Old Bethpage,16162,11804,40.75829,-73.45706,Old Bethpage,NY,96
1244,Supertel Sacramento,14895,95819,38.56816,-121.43772,Sacramento,CA,220
1245,Supertel Caulfield,7198,65626,36.59088,-92.11697,Caulfield,MO,246
1246,Supertel Springville,492,38256,36.31388,-88.12539,Springville,TN,261
1247,Supertel Lyndon,43166,61261,41.72928,-89.91166,Lyndon,IL,115
1248,Supertel Robbins,25237,27325,35.46236,-79.57249,Robbins,NC,296
1249,Supertel Kempton,24416,46049,40.29757,-86.22165,Kempton,IN,33
1250,Supertel Marion,24520,29571,34.138,-79.42205,Marion,SC,167
1251,Supertel Shiloh,33568,31826,32.79526,-84.70292,Shiloh,GA,230
1252,Supertel Beaverton,17946,97007,45.44282,-122.87112,Beaverton,OR,158
1253,Supertel Sierraville,27384,96126,39.54764,-120.38999,Sierraville,CA,189
1254,Supertel Wiley Ford,42609,26767,39.61581,-78.75674,Wiley Ford,WV,92
1255,Supertel Naalehu,5415,96772,19.0683,-155.66077,Naalehu,HI,39
1256,Supertel Luther,31810,50152,41.96873,-93.81765,Luther,IA,104
1257,Supertel Saint Louis,30255,63124,38.63832,-90.38023,Saint Louis,MO,230
1258,Supertel La Salle,36127,48145,41.85122,-83.46331,La Salle,MI,169
1259,Supertel Stratford,31192,74872,34.77989,-96.97913,Stratford,OK,228
1260,Supertel Mount Orab,49797,45154,39.06137,-83.91997,Mount Orab,OH,81
1261,Supertel Staples,43418,56479,46.43719,-94.78939,Staples,MN,283
1262,Supertel Margarettsville,20806,27853,36.51716,-77.30488,Margarettsville,NC,167
1263,Supertel Williamstown,254,17098,40.58998,-76.63071,Williamstown,PA,298
1264,Supertel Twain,8241,95984,39.99654,-121.11951,Twain,CA,297
1265,Supertel Courtland,26001,56021,44.28339,-94.31391,Courtland,MN,285
1266,Supertel Hamilton,40057,58238,48.77953,-97.39791,Hamilton,ND,272
1267,Supertel Kansas City,41633,64136,39.01361,-94.40181,Kansas City,MO,88
1268,Supertel Reno,28799,89509,39.49637,-119.8273,Reno,NV,147
1269,Supertel Lamesa,12361,79331,32.66775,-101.97488,Lamesa,TX,59
1270,Supertel New Madison,48965,45346,39.97934,-84.70911,New Madison,OH,120
1271,Supertel Windthorst,18605,76389,33.49713,-98.47568,Windthorst,TX,256
1272,Supertel Lueders,39880,79533,32.84898,-99.54739,Lueders,TX,189
1273,Supertel Columbia,25334,38401,35.62955,-87.02097,Columbia,TN,166
1274,Supertel Colton,16302,92324,34.03398,-117.29008,Colton,CA,181
1275,Supertel Brooklyn,771,11239,40.64733,-73.87136,Brooklyn,NY,225
1276,Supertel Haydenville,15298,1039,42.41049,-72.69188,Haydenville,MA,164
1277,Supertel New York,5640,10119,40.75064,-73.99273,New York,NY,114
1278,Supertel Guysville,22029,45735,39.25183,-81.9229,Guysville,OH,99
1279,Supertel Coalgood,48376,40818,36.82003,-83.2442,Coalgood,KY,258
1280,Supertel Tulsa,35034,74130,36.24172,-95.95536,Tulsa,OK,251
1281,Supertel Spartansburg,35871,16434,41.79442,-79.66765,Spartansburg,PA,30
1282,Supertel Davidsonville,27014,21035,38.93637,-76.63875,Davidsonville,MD,40
1283,Supertel Tyngsboro,25150,1879,42.66626,-71.42911,Tyngsboro,MA,46
1284,Supertel Port Angeles,284,98363,48.03477,-123.76952,Port Angeles,WA,56
1285,Supertel Empire,22320,49630,44.92262,-86.00074,Empire,MI,86
1286,Supertel Wentworth,35457,57075,43.99605,-96.96749,Wentworth,SD,55
1287,Supertel Woods Cross,7364,84087,40.8891,-111.92898,Woods Cross,UT,245
1288,Supertel Edison,35551,93220,35.3705,-118.78369,Edison,CA,143
1289,Supertel South Boardman,12197,49680,44.64174,-85.25089,South Boardman,MI,231
1290,Supertel Arcade,15353,14009,42.57542,-78.39241,Arcade,NY,234
1291,Supertel Brighton,24596,62012,39.04225,-90.15027,Brighton,IL,85
1292,Supertel Grosse Ile,19637,48138,42.13156,-83.1586,Grosse Ile,MI,182
1293,Supertel Linwood,37479,1525,42.09899,-71.64296,Linwood,MA,41
1294,Supertel Peru,25320,12972,44.559,-73.56516,Peru,NY,66
1295,Supertel Philadelphia,12566,19143,39.94315,-75.22664,Philadelphia,PA,263
1296,Supertel Cooperstown,39203,13326,42.71865,-74.90374,Cooperstown,NY,209
1297,Supertel San Jose,5691,95112,37.34461,-121.88346,San Jose,CA,246
1298,Supertel Carlton,25505,55718,46.6249,-92.48505,Carlton,MN,190
1299,Supertel Madison,49049,21648,38.4966,-76.23386,Madison,MD,152
1300,Supertel Beaverton,10443,97005,45.49144,-122.80397,Beaverton,OR,116
1301,Supertel Anchorage,49573,99507,61.13336,-149.69001,Anchorage,AK,250
1302,Supertel Avondale,48147,81022,38.03279,-104.43768,Avondale,CO,146
1303,Supertel Willits,29426,95490,39.4883,-123.34725,Willits,CA,49
1304,Supertel Lewisville,37331,71845,33.32005,-93.63365,Lewisville,AR,143
1305,Supertel Bellflower,42216,63333,39.0351,-91.32014,Bellflower,MO,74
1306,Supertel Rochester,7464,42273,37.20128,-86.85916,Rochester,KY,40
1307,Supertel East Providence,37818,2914,41.81326,-71.36608,East Providence,RI,121
1308,Supertel New London,21321,52645,40.91429,-91.40138,New London,IA,214
1309,Supertel Russellville,15877,72801,35.28057,-93.14161,Russellville,AR,190
1310,Supertel Jordan,40903,13080,43.08338,-76.47776,Jordan,NY,272
1311,Supertel Walnut Grove,33530,35990,34.06676,-86.3052,Walnut Grove,AL,273
1312,Supertel Adjuntas,29532,601,18.18027,-66.75266,Adjuntas,PR,229
1313,Supertel Rockaway Park,10667,11694,40.57532,-73.85099,Rockaway Park,NY,28
1314,Supertel Duffield,24387,24244,36.71075,-82.79785,Duffield,VA,161
1315,Supertel Haverhill,3372,50120,41.93373,-92.9828,Haverhill,IA,182
1316,Supertel Boswell,1047,74727,34.01907,-95.86018,Boswell,OK,197
1317,Supertel Mineral Point,27842,53565,42.84025,-90.16982,Mineral Point,WI,272
1318,Supertel Clairfield,37123,37715,36.55323,-83.95894,Clairfield,TN,144
1319,Supertel Sheldon,45028,51201,43.18331,-95.8657,Sheldon,IA,253
1320,Supertel Sharpsburg,168,27878,35.86606,-77.83062,Sharpsburg,NC,270
1321,Supertel Milton,25831,2186,42.23854,-71.08464,Milton,MA,203
1322,Supertel Cerro Gordo,41459,28430,34.28419,-78.93333,Cerro Gordo,NC,200
1323,Supertel Dilliner,31139,15327,39.75088,-79.96293,Dilliner,PA,168
1324,Supertel Folsom,10812,88419,36.91839,-103.54734,Folsom,NM,94
1325,Supertel Atoka,8560,74525,34.33441,-96.05563,Atoka,OK,224
1326,Supertel Hawesville,4502,42348,37.83379,-86.76578,Hawesville,KY,101
1327,Supertel Westbrook,8219,56183,44.03404,-95.42334,Westbrook,MN,236
1328,Supertel Freistatt,34414,65654,37.02164,-93.8975,Freistatt,MO,187
1329,Supertel Independence,15116,70443,30.62885,-90.54257,Independence,LA,197
1330,Supertel Westminster,5478,80030,39.83006,-105.03695,Westminster,CO,192
1331,Supertel Armstrong,1699,65230,39.28715,-92.69218,Armstrong,MO,25
1332,Supertel Falkner,24580,38629,34.86914,-88.99421,Falkner,MS,295
1333,Supertel Crows Landing,35498,95313,37.43511,-121.03769,Crows Landing,CA,161
1334,Supertel Auburndale,21747,54412,44.66859,-89.98238,Auburndale,WI,230
1335,Supertel Hanover,46483,17331,39.79085,-76.98028,Hanover,PA,161
1336,Supertel Creston,15137,50801,41.07959,-94.39224,Creston,IA,52
1337,Supertel Connersville,37640,47331,39.63086,-85.16313,Connersville,IN,66
1338,Supertel Pineland,8969,29934,32.59651,-81.11245,Pineland,SC,128
1339,Supertel Harrison,39942,4040,44.10922,-70.71784,Harrison,ME,168
1340,Supertel Webster Springs,13267,26288,38.49664,-80.3645,Webster Springs,WV,164
1341,Supertel Guatay,33638,91931,32.83758,-116.58029,Guatay,CA,117
1342,Supertel Oakwood,18791,30566,34.23747,-83.89477,Oakwood,GA,217
1343,Supertel Salamonia,45322,47381,40.38665,-84.86465,Salamonia,IN,183
1344,Supertel Orange City,28811,51041,43.02443,-96.07701,Orange City,IA,135
1345,Supertel Ericson,48338,68637,41.78778,-98.68997,Ericson,NE,59
1346,Supertel Dover,24806,2030,42.2366,-71.28421,Dover,MA,124
1347,Supertel Kents Store,40043,23084,37.8864,-78.11162,Kents Store,VA,285
1348,Supertel Land O'Lakes,27642,54540,46.15505,-89.38216,Land O'Lakes,WI,299
1349,Supertel Conception Junction,27716,64434,40.2584,-94.73615,Conception Junction,MO,114
1350,Supertel Lejunior,44898,40849,36.89941,-83.13469,Lejunior,KY,100
1351,Supertel Piney Flats,31722,37686,36.44175,-82.34639,Piney Flats,TN,109
1352,Supertel Glenallen,49763,63751,37.2742,-90.12404,Glenallen,MO,228
1353,Supertel Henderson,942,89011,36.0848,-114.9651,Henderson,NV,151
1354,Supertel Everest,11588,66424,39.67789,-95.40072,Everest,KS,203
1355,Supertel Crimora,18700,24431,38.16897,-78.83924,Crimora,VA,71
1356,Supertel Ryde,45422,95680,38.24142,-121.57816,Ryde,CA,226
1357,Supertel Tecumseh,42328,65760,36.62236,-92.27943,Tecumseh,MO,68
1358,Supertel Alvarado,48104,56710,48.2182,-96.99776,Alvarado,MN,248
1359,Supertel Shoup,24803,83469,45.1127,-114.47772,Shoup,ID,274
1360,Supertel Kenoza Lake,1024,12750,41.73595,-74.96382,Kenoza Lake,NY,285
1361,Supertel Dighton,43425,67839,38.47911,-100.43961,Dighton,KS,252
1362,Supertel Portsmouth,39332,23708,36.84804,-76.30646,Portsmouth,VA,203
1363,Supertel Alamo,28913,47916,39.98343,-87.05524,Alamo,IN,254
1364,Supertel Newton,26561,39870,31.31944,-84.41071,Newton,GA,248
1365,Supertel Margarettsville,34525,27853,36.51716,-77.30488,Margarettsville,NC,282
1366,Supertel Brohard,39581,26138,39.02114,-81.18155,Brohard,WV,53
1367,Supertel Sproul,8303,16682,40.27206,-78.4565,Sproul,PA,63
1368,Supertel Burns,28162,37029,36.04253,-87.2678,Burns,TN,123
1369,Supertel Southside,38539,25187,38.72617,-82.01878,Southside,WV,94
1370,Supertel New Richmond,32426,54017,45.11907,-92.52091,New Richmond,WI,192
1371,Supertel Key Colony Beach,10880,33051,24.72328,-81.02155,Key Colony Beach,FL,288
1372,Supertel Jourdanton,26600,78026,28.75573,-98.54754,Jourdanton,TX,96
1373,Supertel East Orleans,2947,2643,41.75534,-69.94002,East Orleans,MA,163
1374,Supertel Kensington,11796,20895,39.02696,-77.07781,Kensington,MD,232
1375,Supertel Mcalister,32312,88427,34.78172,-103.76417,Mcalister,NM,78
1376,Supertel Bushnell,9367,61422,40.55084,-90.53113,Bushnell,IL,80
1377,Supertel Warm Springs,40848,97761,44.8433,-121.29807,Warm Springs,OR,186
1378,Supertel Harrisburg,6537,97446,44.26804,-123.05548,Harrisburg,OR,240
1379,Supertel Parowan,21671,84761,37.84603,-112.87124,Parowan,UT,155
1380,Supertel Sacramento,14152,95817,38.55057,-121.45713,Sacramento,CA,62
1381,Supertel East Dover,21814,5341,42.96407,-72.7972,East Dover,VT,300
1382,Supertel Sandersville,7713,31082,32.992,-82.89815,Sandersville,GA,207
1383,Supertel Modale,22032,51556,41.63548,-96.04198,Modale,IA,69
1384,Supertel Coarsegold,49993,93614,37.21282,-119.72659,Coarsegold,CA,68
1385,Supertel Diamond,32049,44412,41.09671,-81.0229,Diamond,OH,175
1386,Supertel Wesley,20732,4686,44.98619,-67.69015,Wesley,ME,75
1387,Supertel Rocky Ridge,44030,21778,39.61576,-77.33754,Rocky Ridge,MD,27
1388,Supertel Illiopolis,43877,62539,39.86681,-89.24914,Illiopolis,IL,127
1389,Supertel Hamilton,39300,15744,40.91722,-79.07119,Hamilton,PA,214
1390,Supertel New Tazewell,37843,37825,36.41221,-83.68196,New Tazewell,TN,81
1391,Supertel Clio,42679,48420,43.17968,-83.71176,Clio,MI,134
1392,Supertel Emelle,13520,35459,32.79337,-88.3003,Emelle,AL,25
1393,Supertel Truesdale,30239,63380,38.81262,-91.12205,Truesdale,MO,131
1394,Supertel Middleburg,20006,17842,40.80389,-77.04329,Middleburg,PA,145
1395,Supertel Hartford,1004,49057,42.18647,-86.16691,Hartford,MI,235
1396,Supertel Groton,16171,57445,45.45828,-98.12094,Groton,SD,297
1397,Supertel Ivan,7265,71748,33.90296,-92.43322,Ivan,AR,187
1398,Supertel East Andover,33234,4226,44.62555,-70.70823,East Andover,ME,251
1399,Supertel Las Vegas,19477,89123,36.0352,-115.14908,Las Vegas,NV,52
1400,Supertel Cincinnati,44354,45224,39.20215,-84.53222,Cincinnati,OH,158
1401,Supertel Onalaska,24755,77360,30.8471,-95.11394,Onalaska,TX,42
1402,Supertel Jefferson,43474,3583,44.40148,-71.4583,Jefferson,NH,83
